Nom;Nom complet;sexe;race;couleurs;poids
Alice;Alice de Chypre;2;kangai;bleu,violet,jaune;11.4
Inès;Inès de France;2;berger_all;vert,bleu;17.7
Romane;Romane de Luxembourg;2;kangai;violet,orange;14.0
Léna;Léna de Chypre;2;westie;jaune,bleu,indigo;20.0
Lilou;Lilou de Luxembourg;2;kangai;orange;3.7
Adam;Adam de Slovaquie;1;harrier;indigo,rouge,indigo;16.0
Clara;Clara de France;2;labrador;vert;10.4
Ethan;Ethan de Belgique;1;danois;rouge;2.9
Eva;Eva de Estonie;2;danois;violet;12.1
Raphaël;Raphaël de Lettonie;1;danois;bleu,rouge;10.0
Léo;Léo de Espagne;1;tchin;violet,indigo,violet;3.7
Louis;Louis de Espagne;1;dunker;jaune,orange,vert;14.7
Emma;Emma de Autriche;2;akita;bleu;5.8
Enzo;Enzo de Belgique;1;harrier;jaune,violet;11.2
Hugo;Hugo de Portugal;1;caniche;vert,rouge;10.5
Adam;Adam de Luxembourg;1;danois;orange;14.8
Louis;Louis de Espagne;1;iriredse;violet,orange;2.8
Nathan;Nathan de Grèce;1;irisett;orange;5.0
Louise;Louise de Finlande;2;jackrute;orange,bleu;19.5
Maëlys;Maëlys de Portugal;2;akita;indigo;18.0
Ethan;Ethan de Portugal;1;basset_alp;bleu;19.9
Romane;Romane de Slovaquie;2;akitinu;indigo,indigo;5.7
Chloé;Chloé de Portugal;2;kangai;bleu,orange;11.4
Romane;Romane de Pays-Bas;2;danois;rouge;1.7
Hugo;Hugo de Grèce;1;berger_all;rouge,vert;5.6
Jade;Jade de Lettonie;2;iriredse;vert;2.8
Romane;Romane de Estonie;2;dunker;bleu;4.8
Maëlys;Maëlys de Irlande;2;irisett;jaune,jaune,bleu;11.7
Léa;Léa de Portugal;2;irisett;indigo;8.4
Jules;Jules de Belgique;1;danois;violet;6.3
Clément;Clément de Belgique;1;dunker;vert;3.3
Arthur;Arthur de France;1;maltais;violet,violet,orange;10.7
Eva;Eva de Estonie;2;kangai;orange,violet;1.9
Clara;Clara de Allemagne;2;harrier;bleu;16.9
Lina;Lina de Estonie;2;iriredse;vert,jaune,orange;10.2
Nathan;Nathan de Slovénie;1;harrier;indigo,jaune,indigo;11.6
Nolan;Nolan de Italie;1;dunker;rouge,orange;15.3
Tom;Tom de Luxembourg;1;dunker;rouge,orange;5.7
Emma;Emma de Estonie;2;westie;bleu,indigo,vert;6.5
Arthur;Arthur de Slovénie;1;caniche;rouge;19.4
Clément;Clément de Irlande;1;dunker;orange;14.6
Nolan;Nolan de Irlande;1;harrier;vert;10.7
Nolan;Nolan de Grèce;1;danois;jaune,indigo,vert;18.6
Mathis;Mathis de Belgique;1;rottweiler;indigo;15.7
Gabriel;Gabriel de Finlande;1;iriredse;orange,orange;18.0
Théo;Théo de Italie;1;iriredse;violet,jaune;8.5
Camille;Camille de Pays-Bas;2;danois;vert,vert,jaune;12.7
Sarah;Sarah de Portugal;2;rottweiler;vert,jaune,orange;17.1
Lola;Lola de Malte;2;harrier;jaune,jaune;0.3
Lola;Lola de France;2;harrier;jaune;2.7
Lilou;Lilou de Lettonie;2;estrela;violet,indigo,orange;4.4
Louna;Louna de Slovénie;2;westie;vert,violet,jaune;14.4
Léna;Léna de Espagne;2;jackrute;indigo;4.5
Lola;Lola de Chypre;2;ovtccau;violet;16.8
Jade;Jade de Irlande;2;kangai;jaune,indigo,orange;4.9
Alice;Alice de Chypre;2;iriredse;rouge,violet,jaune;2.3
Théo;Théo de Slovénie;1;ovtccau;jaune,violet,violet;3.1
Nathan;Nathan de Belgique;1;dunker;orange,bleu;1.6
Clément;Clément de Espagne;1;estrela;orange;0.2
Tom;Tom de Estonie;1;labrador;rouge,rouge,rouge;16.7
Louis;Louis de Espagne;1;harrier;rouge,violet,vert;6.8
Maël;Maël de Irlande;1;iriredse;orange,orange;15.1
Adam;Adam de Malte;1;irisett;orange,violet,violet;19.9
Raphaël;Raphaël de Slovaquie;1;dunker;bleu,jaune,vert;16.9
Nolan;Nolan de Espagne;1;dunker;jaune,jaune,bleu;6.9
Inès;Inès de Pays-Bas;2;tchin;rouge;11.2
Nolan;Nolan de Slovénie;1;iriredse;bleu,violet;17.9
Louise;Louise de Irlande;2;kangai;bleu,violet,bleu;18.3
Zoé;Zoé de Lettonie;2;berger_all;vert,bleu,violet;2.9
Manon;Manon de Irlande;2;basset_alp;bleu,bleu,jaune;7.8
Camille;Camille de Espagne;2;caniche;jaune;2.8
Maëlys;Maëlys de Estonie;2;dunker;violet;12.5
Enzo;Enzo de Belgique;1;berger_all;orange;4.1
Manon;Manon de Irlande;2;jackrute;vert,indigo;5.3
Lola;Lola de Belgique;2;akitinu;vert;15.3
Maël;Maël de Portugal;1;akita;bleu,orange,indigo;11.2
Noah;Noah de Slovaquie;1;harrier;jaune,bleu,bleu;3.8
Eva;Eva de Malte;2;maltais;bleu,orange,jaune;7.7
Zoé;Zoé de Chypre;2;labrador;orange,jaune,orange;13.5
Romane;Romane de Allemagne;2;harrier;bleu,jaune;3.0
Lola;Lola de Belgique;2;danois;rouge,rouge,rouge;15.1
Léo;Léo de Espagne;1;ovtccau;orange,violet,jaune;19.6
Chloé;Chloé de Malte;2;tchin;jaune;18.7
Louna;Louna de Finlande;2;labrador;jaune;0.7
Timéo;Timéo de Portugal;1;jackrute;bleu,jaune;17.8
Clara;Clara de Malte;2;akita;rouge;6.5
Tom;Tom de Estonie;1;estrela;violet;5.3
Clément;Clément de Slovaquie;1;danois;indigo;2.3
Maël;Maël de Slovénie;1;tchin;jaune;7.9
Raphaël;Raphaël de Grèce;1;jackrute;violet,orange;16.8
Adam;Adam de Irlande;1;akita;rouge,bleu,bleu;5.8
Nathan;Nathan de Slovaquie;1;golden_ret;indigo;11.1
Chloé;Chloé de Slovaquie;2;dunker;orange;14.4
Louna;Louna de Pays-Bas;2;kangai;jaune,orange;10.3
Clara;Clara de Finlande;2;rottweiler;bleu,jaune,violet;7.2
Sarah;Sarah de Chypre;2;basset_alp;vert;19.0
Léa;Léa de Italie;2;labrador;violet;18.5
Chloé;Chloé de Grèce;2;harrier;rouge,jaune,orange;10.6
Léa;Léa de Estonie;2;danois;vert,orange;2.1
Lucas;Lucas de Allemagne;1;estrela;violet,rouge,violet;16.5
Louna;Louna de Belgique;2;ovtccau;violet;11.4
Ethan;Ethan de Slovaquie;1;estrela;vert;16.0
Louna;Louna de Portugal;2;harrier;jaune,bleu,vert;8.8
Léo;Léo de Finlande;1;harrier;vert,rouge;2.1
Théo;Théo de Espagne;1;tchin;orange,violet,indigo;8.9
Nolan;Nolan de Estonie;1;akita;violet,vert;6.1
Raphaël;Raphaël de Belgique;1;iriredse;violet,violet;15.8
Nathan;Nathan de Pays-Bas;1;irisett;vert,vert,vert;8.3
Ethan;Ethan de Estonie;1;tchin;violet,indigo;13.0
Timéo;Timéo de Malte;1;ovtccau;vert;4.6
Zoé;Zoé de Portugal;2;akita;jaune;15.7
Romane;Romane de Lettonie;2;akitinu;bleu,orange,bleu;16.3
Emma;Emma de Italie;2;westie;indigo,violet,orange;7.6
Lola;Lola de Autriche;2;golden_ret;violet,orange,jaune;16.4
Chloé;Chloé de France;2;caniche;jaune;14.5
Léa;Léa de Irlande;2;ovtccau;orange,bleu,vert;8.7
Chloé;Chloé de Estonie;2;westie;bleu;14.9
Nathan;Nathan de Irlande;1;caniche;bleu,rouge,bleu;8.3
Maëlys;Maëlys de Belgique;2;harrier;jaune;9.1
Nolan;Nolan de Finlande;1;kangai;bleu,vert;3.8
Léa;Léa de Luxembourg;2;caniche;indigo,bleu;17.9
Emma;Emma de Lettonie;2;jackrute;jaune,indigo;13.3
Lilou;Lilou de Portugal;2;tchin;violet,rouge;10.1
Maëlys;Maëlys de Luxembourg;2;akita;orange,violet;9.3
Nathan;Nathan de Estonie;1;harrier;rouge,orange;1.7
Timéo;Timéo de Lettonie;1;westie;jaune;8.7
Jules;Jules de Luxembourg;1;estrela;jaune;10.9
Hugo;Hugo de Slovénie;1;danois;indigo,rouge;7.2
Nathan;Nathan de Lettonie;1;rottweiler;vert,indigo,indigo;3.2
Louise;Louise de Allemagne;2;jackrute;vert,rouge;14.4
Raphaël;Raphaël de Finlande;1;danois;violet,bleu,rouge;4.2
Léo;Léo de Luxembourg;1;ovtccau;jaune,indigo,rouge;19.2
Gabriel;Gabriel de Malte;1;rottweiler;vert,jaune,vert;15.9
Nathan;Nathan de Espagne;1;tchin;jaune,bleu,rouge;10.2
Jules;Jules de Lettonie;1;danois;orange,vert,rouge;0.3
Emma;Emma de Belgique;2;jackrute;bleu,orange;6.7
Léo;Léo de Finlande;1;harrier;rouge,violet,jaune;7.2
Lina;Lina de Slovénie;2;danois;orange;0.5
Lilou;Lilou de Slovaquie;2;estrela;rouge;13.9
Louise;Louise de Slovénie;2;ovtccau;indigo;7.0
Louise;Louise de Finlande;2;kangai;orange,rouge;10.7
Lola;Lola de Allemagne;2;irisett;bleu;14.5
Léna;Léna de Malte;2;dunker;bleu,rouge,jaune;17.6
Maëlys;Maëlys de Portugal;2;akita;jaune;10.7
Nolan;Nolan de Espagne;1;akita;bleu;13.2
Lucas;Lucas de France;1;ovtccau;jaune,rouge,jaune;3.8
Nolan;Nolan de Italie;1;berger_all;violet,bleu,orange;4.6
Maël;Maël de Malte;1;kangai;indigo,violet,orange;15.8
Enzo;Enzo de Espagne;1;ovtccau;orange,vert;11.8
Gabriel;Gabriel de Espagne;1;estrela;bleu,violet;19.5
Louis;Louis de Malte;1;westie;indigo,bleu,indigo;3.3
Clément;Clément de Grèce;1;harrier;bleu;2.4
Adam;Adam de Luxembourg;1;kangai;bleu;1.2
Clément;Clément de Allemagne;1;akita;vert;19.8
Hugo;Hugo de Espagne;1;kangai;jaune;4.2
Lola;Lola de Allemagne;2;labrador;violet,jaune,orange;3.7
Léo;Léo de Pays-Bas;1;westie;jaune;9.9
Jules;Jules de Chypre;1;caniche;jaune,violet;1.9
Sarah;Sarah de France;2;caniche;jaune,vert,indigo;17.3
Arthur;Arthur de Grèce;1;rottweiler;jaune,jaune,bleu;2.8
Emma;Emma de Portugal;2;akitinu;indigo;16.3
Zoé;Zoé de Malte;2;labrador;bleu;6.9
Arthur;Arthur de Belgique;1;akita;vert,rouge;11.9
Nathan;Nathan de Grèce;1;labrador;violet,jaune,jaune;15.2
Chloé;Chloé de Luxembourg;2;westie;orange,orange,jaune;5.7
Louis;Louis de Luxembourg;1;danois;rouge,bleu,bleu;16.8
Zoé;Zoé de Allemagne;2;golden_ret;indigo;18.8
Camille;Camille de Slovaquie;2;tchin;rouge;14.3
Zoé;Zoé de Portugal;2;ovtccau;bleu,indigo,violet;4.4
Léna;Léna de Finlande;2;danois;rouge,jaune;18.1
Inès;Inès de France;2;kangai;orange,indigo;4.1
Clara;Clara de Pays-Bas;2;harrier;orange,vert,violet;18.4
Louise;Louise de Allemagne;2;kangai;bleu,indigo,bleu;9.5
Nathan;Nathan de Luxembourg;1;irisett;bleu;9.8
Lola;Lola de Italie;2;danois;jaune;0.4
Emma;Emma de Finlande;2;caniche;indigo,violet;2.9
Clément;Clément de Portugal;1;golden_ret;bleu,vert;15.8
Adam;Adam de Lettonie;1;tchin;orange,jaune;13.2
Lucas;Lucas de Pays-Bas;1;basset_alp;rouge;9.2
Ethan;Ethan de Espagne;1;akita;jaune,jaune;5.6
Nathan;Nathan de Italie;1;tchin;vert,rouge,rouge;9.5
Léo;Léo de Grèce;1;jackrute;bleu;3.8
Mathis;Mathis de Portugal;1;kangai;rouge;13.3
Jade;Jade de Belgique;2;ovtccau;violet;12.1
Zoé;Zoé de Slovénie;2;kangai;violet,vert;17.5
Lola;Lola de Luxembourg;2;caniche;bleu;3.8
Lucas;Lucas de Chypre;1;tchin;jaune,bleu,jaune;16.5
Raphaël;Raphaël de Pays-Bas;1;estrela;bleu,jaune,bleu;13.0
Clara;Clara de Grèce;2;dunker;indigo,jaune,violet;6.5
Romane;Romane de France;2;dunker;orange,indigo,indigo;17.5
Léna;Léna de Estonie;2;westie;orange,jaune;13.1
Inès;Inès de Allemagne;2;maltais;rouge;11.6
Romane;Romane de Belgique;2;akitinu;vert,rouge;2.7
Maëlys;Maëlys de Portugal;2;berger_all;indigo,rouge;11.3
Léa;Léa de Lettonie;2;danois;bleu;4.2
Louis;Louis de Portugal;1;labrador;bleu,violet,orange;8.8
Alice;Alice de Slovaquie;2;labrador;rouge,orange;2.1
Mathis;Mathis de Finlande;1;golden_ret;indigo,indigo;17.6
Nolan;Nolan de Belgique;1;iriredse;bleu;4.0
Ethan;Ethan de Italie;1;dunker;orange,orange,bleu;1.0
Adam;Adam de Allemagne;1;westie;bleu,jaune,rouge;11.6
Ethan;Ethan de Pays-Bas;1;irisett;orange,orange;13.3
Gabriel;Gabriel de Malte;1;ovtccau;vert,jaune,bleu;3.9
Nolan;Nolan de Malte;1;kangai;vert;17.2
Tom;Tom de Grèce;1;harrier;bleu;0.2
Enzo;Enzo de Belgique;1;irisett;indigo;15.4
Louna;Louna de Autriche;2;kangai;rouge;9.4
Maëlys;Maëlys de Allemagne;2;dunker;rouge,indigo,bleu;16.3
Camille;Camille de Slovaquie;2;ovtccau;jaune,vert;4.3
Arthur;Arthur de Chypre;1;berger_all;jaune,orange,vert;3.0
Clément;Clément de Portugal;1;estrela;jaune;12.5
Nathan;Nathan de Autriche;1;westie;jaune,violet;7.8
Zoé;Zoé de Luxembourg;2;maltais;violet,orange;9.8
Alice;Alice de Finlande;2;kangai;orange;7.0
Louise;Louise de Slovaquie;2;danois;orange,orange;0.5
Clara;Clara de Pays-Bas;2;estrela;orange,bleu;5.7
Eva;Eva de Portugal;2;harrier;orange,vert;18.7
Chloé;Chloé de Autriche;2;akitinu;bleu,rouge;9.9
Léa;Léa de Autriche;2;kangai;indigo,orange;15.6
Chloé;Chloé de Slovaquie;2;akitinu;rouge,orange;9.1
Eva;Eva de Autriche;2;westie;violet;3.6
Lilou;Lilou de Pays-Bas;2;maltais;rouge;18.6
Clément;Clément de Allemagne;1;akita;indigo,vert,indigo;4.8
Nolan;Nolan de Malte;1;akitinu;bleu,indigo;13.5
Noah;Noah de Italie;1;golden_ret;orange,orange,indigo;1.3
Mathis;Mathis de Espagne;1;tchin;rouge,indigo;19.9
Sarah;Sarah de Chypre;2;ovtccau;violet,indigo,jaune;7.1
Hugo;Hugo de France;1;berger_all;bleu,orange;20.0
Chloé;Chloé de Allemagne;2;basset_alp;indigo;3.2
Maël;Maël de Lettonie;1;akita;rouge,vert;10.3
Nolan;Nolan de Italie;1;akita;jaune;4.0
Gabriel;Gabriel de Irlande;1;irisett;orange,jaune;2.1
Louise;Louise de Autriche;2;dunker;jaune,vert;17.9
Camille;Camille de Irlande;2;rottweiler;bleu,violet;10.1
Chloé;Chloé de Slovaquie;2;harrier;bleu;5.6
Nolan;Nolan de Belgique;1;estrela;orange,orange;14.1
Camille;Camille de Italie;2;berger_all;jaune,orange;8.5
Clara;Clara de France;2;irisett;bleu,vert,bleu;1.0
Zoé;Zoé de Malte;2;maltais;rouge,indigo,jaune;12.0
Manon;Manon de Italie;2;jackrute;bleu;5.6
Sarah;Sarah de France;2;dunker;jaune,bleu,violet;19.2
Jade;Jade de Belgique;2;irisett;orange,orange;12.4
Maël;Maël de Irlande;1;berger_all;rouge;7.1
Maël;Maël de Grèce;1;danois;violet,orange;13.1
Raphaël;Raphaël de Grèce;1;basset_alp;orange,indigo;8.0
Louis;Louis de Irlande;1;estrela;indigo;8.7
Jules;Jules de Irlande;1;iriredse;violet,orange,violet;15.8
Mathis;Mathis de France;1;berger_all;indigo,vert;5.2
Hugo;Hugo de Chypre;1;harrier;jaune;15.3
Manon;Manon de Autriche;2;kangai;rouge,vert;12.0
Lola;Lola de Malte;2;westie;rouge,vert,bleu;16.1
Tom;Tom de Italie;1;basset_alp;orange;13.2
Mathis;Mathis de Irlande;1;akita;vert;16.6
Nolan;Nolan de Allemagne;1;irisett;rouge,bleu,jaune;17.9
Raphaël;Raphaël de Malte;1;kangai;bleu,vert;4.8
Camille;Camille de Autriche;2;danois;indigo,vert,rouge;8.8
Eva;Eva de Allemagne;2;irisett;bleu,bleu,jaune;19.9
Louis;Louis de Chypre;1;golden_ret;indigo,vert,indigo;4.6
Lina;Lina de Allemagne;2;kangai;vert;8.2
Alice;Alice de Chypre;2;basset_alp;jaune,orange,bleu;8.5
Lola;Lola de Autriche;2;akita;orange,orange;1.3
Inès;Inès de Grèce;2;labrador;bleu,jaune,violet;16.1
Maëlys;Maëlys de Slovénie;2;maltais;rouge,rouge,vert;3.9
Jade;Jade de Allemagne;2;estrela;orange,rouge,bleu;10.4
Eva;Eva de Pays-Bas;2;estrela;orange;14.6
Gabriel;Gabriel de Irlande;1;westie;indigo,jaune,orange;6.3
Sarah;Sarah de Luxembourg;2;danois;bleu,orange;16.2
Louis;Louis de Finlande;1;jackrute;violet;10.9
Emma;Emma de Irlande;2;irisett;jaune;12.1
Sarah;Sarah de Finlande;2;ovtccau;indigo,jaune,vert;2.9
Arthur;Arthur de Italie;1;ovtccau;orange,violet;14.6
Clément;Clément de Slovaquie;1;caniche;jaune,vert,indigo;13.6
Adam;Adam de France;1;iriredse;rouge,indigo,bleu;1.4
Jules;Jules de Finlande;1;rottweiler;violet,bleu;8.3
Noah;Noah de Estonie;1;danois;bleu;8.1
Enzo;Enzo de Slovaquie;1;westie;violet;14.7
Noah;Noah de Irlande;1;danois;bleu,indigo,orange;0.2
Enzo;Enzo de Espagne;1;golden_ret;rouge;2.9
Jade;Jade de Chypre;2;maltais;vert;13.3
Arthur;Arthur de Estonie;1;rottweiler;vert,bleu;19.6
Louis;Louis de Allemagne;1;westie;jaune,indigo;7.1
Zoé;Zoé de Portugal;2;basset_alp;bleu,vert,jaune;4.4
Louise;Louise de Belgique;2;labrador;jaune,orange,vert;13.4
Lola;Lola de Pays-Bas;2;akitinu;rouge,vert;0.8
Manon;Manon de Finlande;2;golden_ret;violet,vert;3.9
Jade;Jade de Finlande;2;danois;orange,rouge;10.2
Chloé;Chloé de Estonie;2;irisett;rouge,violet,rouge;13.1
Alice;Alice de Lettonie;2;danois;orange;5.5
Raphaël;Raphaël de Chypre;1;golden_ret;jaune;14.0
Léna;Léna de Espagne;2;irisett;bleu;9.1
Gabriel;Gabriel de Finlande;1;akitinu;rouge;11.3
Camille;Camille de Slovénie;2;basset_alp;bleu,violet,violet;15.8
Inès;Inès de Slovaquie;2;dunker;violet,violet;0.9
Hugo;Hugo de Espagne;1;ovtccau;rouge;9.9
Timéo;Timéo de Allemagne;1;iriredse;vert,indigo,jaune;17.2
Arthur;Arthur de Irlande;1;akitinu;rouge,indigo,indigo;18.9
Manon;Manon de Autriche;2;maltais;indigo,indigo;17.4
Maël;Maël de Grèce;1;labrador;indigo,orange;15.3
Louise;Louise de Italie;2;ovtccau;indigo;14.8
Léo;Léo de Belgique;1;iriredse;indigo;14.6
Lucas;Lucas de Estonie;1;ovtccau;orange,violet;10.0
Raphaël;Raphaël de Irlande;1;westie;bleu,orange;12.0
Léna;Léna de Allemagne;2;basset_alp;jaune,indigo,bleu;6.3
Tom;Tom de Espagne;1;kangai;rouge,orange;15.9
Enzo;Enzo de Slovénie;1;akita;bleu;5.8
Gabriel;Gabriel de Slovénie;1;dunker;rouge;16.2
Adam;Adam de Belgique;1;kangai;vert;3.1
Maëlys;Maëlys de Lettonie;2;estrela;jaune;11.9
Lina;Lina de Malte;2;iriredse;vert;18.0
Emma;Emma de Slovaquie;2;estrela;violet,bleu,jaune;4.2
Sarah;Sarah de Luxembourg;2;caniche;jaune,indigo;3.6
Louise;Louise de Chypre;2;akita;jaune;10.7
Lilou;Lilou de Lettonie;2;harrier;indigo,violet,orange;15.6
Emma;Emma de Belgique;2;westie;jaune;16.5
Ethan;Ethan de Chypre;1;iriredse;violet;12.7
Maëlys;Maëlys de Slovaquie;2;ovtccau;orange,bleu;19.6
Léa;Léa de Allemagne;2;berger_all;bleu,violet;19.7
Jade;Jade de Espagne;2;golden_ret;orange;10.9
Jules;Jules de Chypre;1;maltais;vert;1.3
Clément;Clément de Belgique;1;irisett;rouge;18.0
Manon;Manon de Finlande;2;tchin;jaune,jaune;13.5
Chloé;Chloé de France;2;iriredse;indigo,bleu;5.6
Maël;Maël de Portugal;1;westie;rouge,vert,orange;1.5
Enzo;Enzo de Finlande;1;jackrute;bleu;16.3
Chloé;Chloé de Autriche;2;maltais;violet;13.8
Emma;Emma de Slovaquie;2;ovtccau;orange,vert;18.3
Maëlys;Maëlys de Lettonie;2;harrier;violet;2.4
Ethan;Ethan de Italie;1;tchin;violet,indigo,indigo;17.5
Enzo;Enzo de Chypre;1;berger_all;rouge,jaune;1.1
Théo;Théo de Pays-Bas;1;irisett;violet;13.8
Léna;Léna de Portugal;2;danois;bleu,indigo,orange;15.0
Mathis;Mathis de Estonie;1;estrela;jaune,jaune;0.6
Gabriel;Gabriel de Chypre;1;westie;rouge,violet,orange;15.5
Alice;Alice de Autriche;2;ovtccau;bleu,orange;14.4
Jade;Jade de Irlande;2;kangai;orange,orange;9.0
Arthur;Arthur de Portugal;1;dunker;vert,violet;14.5
Adam;Adam de Luxembourg;1;tchin;rouge;15.3
Adam;Adam de Lettonie;1;labrador;violet,violet;17.2
Lilou;Lilou de Portugal;2;basset_alp;bleu;11.0
Clara;Clara de Espagne;2;rottweiler;vert,orange,violet;7.3
Sarah;Sarah de Slovénie;2;danois;indigo,orange,rouge;1.0
Tom;Tom de Slovénie;1;dunker;orange;11.6
Camille;Camille de Grèce;2;labrador;indigo,bleu;16.9
Chloé;Chloé de Slovénie;2;harrier;violet,indigo;19.7
Louna;Louna de Luxembourg;2;jackrute;rouge,violet;8.2
Enzo;Enzo de Grèce;1;harrier;vert,bleu,violet;14.2
Zoé;Zoé de Luxembourg;2;akitinu;rouge,bleu;7.0
Nolan;Nolan de Estonie;1;rottweiler;rouge,bleu,indigo;4.2
Louna;Louna de Slovaquie;2;berger_all;jaune;9.7
Jules;Jules de Autriche;1;jackrute;violet,bleu,vert;12.8
Théo;Théo de Lettonie;1;iriredse;indigo;15.8
Ethan;Ethan de Estonie;1;dunker;violet;18.8
Ethan;Ethan de Luxembourg;1;harrier;rouge,rouge,jaune;3.3
Ethan;Ethan de Autriche;1;akitinu;jaune,jaune,indigo;0.9
Enzo;Enzo de Slovaquie;1;harrier;vert,rouge,violet;2.9
Adam;Adam de Finlande;1;caniche;violet;11.4
Timéo;Timéo de Portugal;1;jackrute;rouge,rouge,orange;14.4
Léa;Léa de Finlande;2;labrador;rouge,bleu;7.5
Lucas;Lucas de Grèce;1;golden_ret;vert;13.0
Sarah;Sarah de Chypre;2;rottweiler;jaune,vert,bleu;13.2
Clara;Clara de Espagne;2;labrador;rouge,jaune,jaune;9.2
Manon;Manon de Slovénie;2;westie;bleu,vert,vert;16.6
Léna;Léna de Luxembourg;2;golden_ret;orange,jaune,orange;0.3
Emma;Emma de Espagne;2;caniche;bleu,vert,violet;12.4
Romane;Romane de Slovénie;2;jackrute;violet,rouge;0.4
Gabriel;Gabriel de Finlande;1;basset_alp;violet,bleu;5.6
Maël;Maël de Lettonie;1;tchin;vert,indigo,rouge;17.5
Alice;Alice de Autriche;2;golden_ret;violet;15.5
Clara;Clara de Malte;2;kangai;orange,bleu,vert;2.7
Alice;Alice de Allemagne;2;dunker;orange,indigo,vert;7.8
Romane;Romane de Luxembourg;2;ovtccau;orange,indigo;0.9
Louise;Louise de Slovénie;2;harrier;rouge,bleu,orange;3.7
Maël;Maël de Finlande;1;labrador;violet,violet,indigo;10.4
Léa;Léa de Malte;2;dunker;indigo,violet;6.4
Noah;Noah de Luxembourg;1;harrier;vert,orange,bleu;1.5
Timéo;Timéo de Espagne;1;jackrute;jaune,jaune,vert;10.8
Léo;Léo de France;1;akitinu;vert,rouge,indigo;16.6
Timéo;Timéo de Belgique;1;westie;bleu;11.8
Hugo;Hugo de Allemagne;1;akitinu;bleu,orange;9.6
Ethan;Ethan de Finlande;1;estrela;bleu,jaune,bleu;17.0
Gabriel;Gabriel de Autriche;1;danois;bleu,vert;15.4
Eva;Eva de Portugal;2;irisett;vert;8.4
Hugo;Hugo de Autriche;1;jackrute;orange,bleu;7.4
Nolan;Nolan de Autriche;1;rottweiler;violet;7.8
Camille;Camille de Estonie;2;westie;jaune,violet,vert;16.8
Emma;Emma de Autriche;2;ovtccau;orange;17.4
Inès;Inès de Grèce;2;berger_all;jaune;14.9
Jade;Jade de Grèce;2;dunker;jaune,indigo;15.0
Léna;Léna de Slovénie;2;irisett;jaune,jaune;5.2
Emma;Emma de France;2;irisett;vert,rouge,jaune;0.4
Louis;Louis de Slovénie;1;dunker;violet,bleu,vert;14.5
Louis;Louis de Autriche;1;iriredse;bleu;13.3
Manon;Manon de Luxembourg;2;dunker;violet,bleu,orange;15.5
Nathan;Nathan de France;1;danois;vert,vert;11.8
Gabriel;Gabriel de Malte;1;dunker;jaune,violet,vert;16.1
Tom;Tom de Grèce;1;dunker;rouge;10.2
Gabriel;Gabriel de France;1;ovtccau;vert,rouge;1.9
Timéo;Timéo de Malte;1;westie;vert;5.7
Léna;Léna de Slovénie;2;ovtccau;violet,vert,indigo;1.3
Camille;Camille de Slovénie;2;ovtccau;orange,orange,jaune;12.3
Romane;Romane de Irlande;2;tchin;rouge,jaune,orange;15.9
Inès;Inès de Chypre;2;rottweiler;vert,vert;7.3
Louna;Louna de Slovénie;2;maltais;rouge,violet;13.2
Alice;Alice de Estonie;2;caniche;indigo,orange;12.5
Léa;Léa de Espagne;2;akitinu;vert,indigo,rouge;8.6
Léo;Léo de Portugal;1;akita;jaune,orange,indigo;8.3
Louise;Louise de Belgique;2;caniche;indigo,vert,orange;11.4
Louna;Louna de Autriche;2;iriredse;violet;1.4
Alice;Alice de Autriche;2;ovtccau;vert,vert;8.9
Louna;Louna de Luxembourg;2;tchin;indigo,rouge;16.7
Lucas;Lucas de Portugal;1;akita;bleu,bleu,orange;7.7
Eva;Eva de Italie;2;irisett;indigo;14.9
Camille;Camille de Malte;2;danois;vert,orange,rouge;7.6
Camille;Camille de Allemagne;2;dunker;violet,rouge,orange;15.7
Zoé;Zoé de Slovénie;2;estrela;violet,indigo;12.2
Arthur;Arthur de Luxembourg;1;basset_alp;violet;6.9
Hugo;Hugo de Italie;1;tchin;vert,indigo;12.8
Enzo;Enzo de Estonie;1;akitinu;indigo;14.0
Maëlys;Maëlys de Portugal;2;golden_ret;rouge;11.8
Mathis;Mathis de Pays-Bas;1;maltais;vert;2.1
Mathis;Mathis de Estonie;1;danois;orange;14.6
Hugo;Hugo de Slovaquie;1;akitinu;jaune;2.5
Camille;Camille de Finlande;2;akita;bleu,rouge;16.0
Louise;Louise de Allemagne;2;berger_all;violet,orange,violet;4.0
Maël;Maël de Malte;1;berger_all;rouge,violet,indigo;11.9
Inès;Inès de France;2;danois;jaune;1.3
Alice;Alice de Slovénie;2;akitinu;jaune,jaune;8.5
Chloé;Chloé de Grèce;2;ovtccau;jaune;17.3
Camille;Camille de Finlande;2;golden_ret;indigo;15.1
Zoé;Zoé de Estonie;2;harrier;indigo,bleu,violet;18.8
Jade;Jade de Grèce;2;ovtccau;violet,vert,rouge;15.4
Eva;Eva de Slovénie;2;akitinu;rouge;13.2
Clara;Clara de Autriche;2;caniche;orange;7.2
Romane;Romane de Espagne;2;kangai;rouge,indigo;8.0
Raphaël;Raphaël de Chypre;1;tchin;violet,vert;18.9
Emma;Emma de Chypre;2;golden_ret;indigo;8.9
Léo;Léo de Irlande;1;akitinu;rouge;8.1
Hugo;Hugo de Luxembourg;1;rottweiler;indigo,violet;9.3
Nolan;Nolan de Finlande;1;maltais;bleu,rouge;14.4
Nathan;Nathan de Estonie;1;dunker;rouge,indigo;15.1
